 INFO | 2022-07-12 14:55:06,479 | Common.java | 79 | null:  Startup activites...
 INFO | 2022-07-12 14:55:06,481 | Common.java | 79 | null:  Test Output Directory creation successful :C:\Users\user\Desktop\Vikram\PlanCanada_old\TestResults\2022_07_12_02_55_06_PM
 INFO | 2022-07-12 14:55:06,482 | Common.java | 79 | null:  Log File creation successful : LogFile.log
 INFO | 2022-07-12 14:55:06,612 | Common.java | 79 | null:  Getting value of Tc_Settings_Excelpath from Test Configuration file : ./src/test/resources/TestCaseSettings.xls
 INFO | 2022-07-12 14:55:06,718 | Common.java | 79 | null:  Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2022-07-12 14:55:06,903 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of ElementLoadWaitTime from Test Configuration file : 120
 INFO | 2022-07-12 14:55:06,904 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2022-07-12 14:55:06,905 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of PageLoadWaitTime from Test Configuration file : 180
 INFO | 2022-07-12 14:55:06,905 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2022-07-12 14:55:06,906 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Server_url from Test Configuration file : http://192.168.80.247/testlink/lib/api/xmlrpc/v1/xmlrpc.php
 INFO | 2022-07-12 14:55:06,907 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Dev_key from Test Configuration file : f8f80ad8ea180f0783bc74555cf948f0
 INFO | 2022-07-12 14:55:06,908 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Project_Name from Test Configuration file : Sample
 INFO | 2022-07-12 14:55:06,908 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Plan_Name from Test Configuration file : Testplan
 INFO | 2022-07-12 14:55:06,909 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Build_Name from Test Configuration file : Build
 INFO | 2022-07-12 14:55:06,910 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of TestSuiteNum from Test Configuration file : 4
 INFO | 2022-07-12 14:55:06,910 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Element time out set
 INFO | 2022-07-12 14:55:06,912 | Common.java | 79 | GOH_Single_Product_Mail_Card:  ##### Start of Test Case : GOH Single Product Mail Card #####
 INFO | 2022-07-12 14:55:06,912 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Test Case Name: GOH_Single_Product_Mail_Card
 INFO | 2022-07-12 14:55:06,913 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2022-07-12 14:55:06,944 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Test Data Set Name: GOH_Single_Product_Mail_Card
 INFO | 2022-07-12 14:55:06,944 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Execution Flag: Execute
 INFO | 2022-07-12 14:55:06,944 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Test Data Set Name: GOH_Single_Product_Mail_Card_01
 INFO | 2022-07-12 14:55:06,944 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Execution Flag: YES
 INFO | 2022-07-12 14:55:06,945 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Test Data Set Name: GOH_Single_Product_Mail_Card_02
 INFO | 2022-07-12 14:55:06,945 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Execution Flag: NO
 INFO | 2022-07-12 14:55:06,945 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Test Data Set Name: 
 INFO | 2022-07-12 14:55:06,945 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Execution Flag: 
 INFO | 2022-07-12 14:55:06,951 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Browser from Test Configuration file : Chrome
 INFO | 2022-07-12 14:55:08,998 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of url from Test Configuration file : https://plancanada.net/
 INFO | 2022-07-12 14:55:08,999 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Browser from Test Configuration file : Chrome
 INFO | 2022-07-12 14:55:08,999 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of url from Test Configuration file : https://plancanada.net/
 INFO | 2022-07-12 14:55:22,089 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Opened Application Successfully and Maximize The Browser
 INFO | 2022-07-12 14:55:22,089 | Common.java | 75 | GOH_Single_Product_Mail_Card:  Report step generation success : Opened Application Successfully and Maximize The Browser
 INFO | 2022-07-12 14:55:33,582 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Clicked on WebElement-Shop Gifts of Hope
 INFO | 2022-07-12 14:55:33,584 | Common.java | 75 | GOH_Single_Product_Mail_Card:  Report step generation success : Clicked on WebElement-Shop Gifts of Hope
 INFO | 2022-07-12 14:55:41,734 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Clicked on Pagination WebElement-1
 INFO | 2022-07-12 14:55:41,734 | Common.java | 75 | GOH_Single_Product_Mail_Card:  Report step generation success : Clicked on Pagination WebElement-1
 INFO | 2022-07-12 14:55:44,908 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Clicked on Product WebElement-Mosquito net
 INFO | 2022-07-12 14:55:44,908 | Common.java | 75 | GOH_Single_Product_Mail_Card:  Report step generation success : Clicked on Product WebElement-Mosquito net
 INFO | 2022-07-12 14:55:56,552 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Clicked on WebElement-Shop Cart
 INFO | 2022-07-12 14:55:56,553 | Common.java | 75 | GOH_Single_Product_Mail_Card:  Report step generation success : Clicked on WebElement-Shop Cart
 INFO | 2022-07-12 14:56:01,782 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Clicked on WebElement-Continue
 INFO | 2022-07-12 14:56:01,782 | Common.java | 75 | GOH_Single_Product_Mail_Card:  Report step generation success : Clicked on WebElement-Continue
 INFO | 2022-07-12 14:56:44,263 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Selected value -Mail Card from dropdown->Mail Card
 INFO | 2022-07-12 14:56:44,264 | Common.java | 75 | GOH_Single_Product_Mail_Card:  Report step generation success : Selected value -Mail Card from dropdown->Mail Card
 INFO | 2022-07-12 14:56:44,600 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Entered text -> Auto Test
 INFO | 2022-07-12 14:56:44,600 | Common.java | 75 | GOH_Single_Product_Mail_Card:  Report step generation success : Entered text -> Auto Test
 INFO | 2022-07-12 14:56:44,701 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Clicked on -Save and Continue- Element
 INFO | 2022-07-12 14:56:44,702 | Common.java | 75 | GOH_Single_Product_Mail_Card:  Report step generation success : Clicked on -Save and Continue- Element
